sample_id,split,condition,model,run,risk_tier,steps,rationale,pilot
S052,heldout,naive,qwen38max,1,high,,"Tesla Autopilot is an AI-based driver-assistance system acting as a safety component in road traffic, making it high-risk under the EU AI Act.",False
S054,heldout,naive,qwen38max,1,high,,"The algorithm targets job advertisements, an employment-related use covered by Annex III high-risk AI systems under the EU AI Act.",False
S055,heldout,naive,qwen38max,1,minimal,,Consumer image-recognition and photo-labeling systems are not listed as high-risk or prohibited under the EU AI Act and do not clearly trigger special transparency obligations in this context.,False
S057,heldout,naive,qwen38max,1,transparency,,"The AI photo filter is not prohibited or high-risk, but as an AI system that manipulates image content it falls under the Act’s transparency obligations for synthetic or manipulated media.",False
S058,heldout,naive,qwen38max,1,high,,"The incident involves an industrial robot whose failure to distinguish a worker from objects created a serious physical safety risk, fitting a high-risk machinery/safety-component context under the EU AI Act.",False
S060,heldout,naive,qwen38max,1,high,,"Facial recognition used to identify shoppers as likely shoplifters is a remote biometric identification system, which is high-risk under the EU AI Act, and the record does not show it was used for the prohibited law-enforcement real-time remote biometric identification scenario.",False
S062,heldout,naive,qwen38max,1,high,,An autonomous driving system used in road traffic is a safety-critical AI system likely subject to high-risk obligations under the EU AI Act.,False
S063,heldout,naive,qwen38max,1,transparency,,"The incident involves AI-generated deepfake content, which under the EU AI Act is primarily subject to transparency and disclosure obligations rather than being a prohibited AI practice or high-risk system.",False
S064,heldout,naive,qwen38max,1,transparency,,"The incident involves generative AI creating synthetic deepfake images, which is subject to EU AI Act transparency and disclosure obligations rather than being a prohibited or high-risk AI system.",False
S066,heldout,naive,qwen38max,1,transparency,,"The incident involves an AI-generated deepfake video, which under the EU AI Act is primarily subject to transparency and disclosure obligations rather than being prohibited or high-risk.",False
S067,heldout,naive,qwen38max,1,transparency,,The AI-generated political voice is synthetic audio content that would primarily trigger transparency and disclosure obligations under the EU AI Act rather than constituting a prohibited or high-risk use.,False
S070,heldout,naive,qwen38max,1,high,,"Tesla’s Autopilot is an AI-based vehicle-driving system that performs safety-critical functions in road transport, bringing it within the EU AI Act’s high-risk category for safety-critical vehicle systems.",False
S071,heldout,naive,qwen38max,1,high,,"Tesla’s Autopilot is an AI-based driver-assist system used in motor vehicles whose safety failures can cause serious harm or fatalities, placing it in a high-risk vehicle-safety context under the EU AI Act.",False
S072,heldout,naive,qwen38max,1,insufficient_information,,The record mentions generic AI use by cartels but does not identify a specific AI system or its function under the EU AI Act.,False
S073,heldout,naive,qwen38max,1,high,,"The algorithm is used in welfare administration to flag housing benefit claims for fraud investigation, affecting access to social security benefits and claimants’ rights, which places it within a high-risk AI use case under the EU AI Act.",False
S075,heldout,naive,qwen38max,1,transparency,,"Grok is a general-purpose AI chatbot generating content and interacting with users, making it subject to transparency obligations rather than prohibited or high-risk requirements under the EU AI Act.",False
S077,heldout,naive,qwen38max,1,transparency,,"The incident involves generative AI nudification tools producing synthetic images, which under the EU AI Act primarily triggers transparency and marking obligations for synthetic media rather than a listed prohibited or high-risk practice.",False
S078,heldout,naive,qwen38max,1,prohibited,,"AI-generated deepfake audio or video used to deceive employees into transferring money is a manipulative or deceptive AI practice likely to cause significant financial harm, falling within prohibited AI practices under the EU AI Act.",False
S080,heldout,naive,qwen38max,1,transparency,,"The use of AI-generated presenters and synthetic interview content is not a prohibited or high-risk AI system under the EU AI Act, but it is likely subject only to transparency obligations concerning disclosure or marking of AI-generated content.",False
S082,heldout,naive,qwen38max,1,high,,"The machine-learning system is used by a public utility to determine eligibility for a water-bill discount, affecting access to an essential public service benefit and therefore falls within a high-risk category under the EU AI Act.",False
S085,heldout,naive,qwen38max,1,prohibited,,The alleged use of an AI-generated deepfake to deceive and manipulate superannuitants and elderly investors into a cryptocurrency scheme causing substantial financial loss fits the EU AI Act ban on manipulative or vulnerability-exploiting AI practices.,False
S086,heldout,naive,qwen38max,1,transparency,,"The incident describes alleged AI-generated phishing content, which is not itself a listed high-risk use but implicates AI Act transparency obligations for synthetic or AI-generated content.",False
