model,sample_id,step,reference,prediction,missing,match,final_match
sonnet46,S101,derogation,not_applicable,not_applicable,False,True,True
sonnet46,S101,profiling,not_applicable,not_applicable,False,True,True
sonnet46,S101,art50,yes,yes,False,True,True
sonnet46,S102,art5,no,unclear,False,False,True
sonnet46,S102,annex_i,no,no,False,True,True
sonnet46,S102,annex_iii,none,none,False,True,True
sonnet46,S102,derogation,not_applicable,not_applicable,False,True,True
sonnet46,S102,profiling,not_applicable,not_applicable,False,True,True
sonnet46,S102,art50,yes,yes,False,True,True
sonnet46,S103,art5,no,unclear,False,False,True
sonnet46,S103,annex_i,no,no,False,True,True
sonnet46,S103,annex_iii,none,none,False,True,True
sonnet46,S103,derogation,not_applicable,not_applicable,False,True,True
sonnet46,S103,profiling,not_applicable,not_applicable,False,True,True
sonnet46,S103,art50,yes,yes,False,True,True
sonnet46,S104,art5,no,yes,False,False,False
sonnet46,S104,annex_i,no,no,False,True,False
sonnet46,S104,annex_iii,none,none,False,True,False
sonnet46,S104,derogation,not_applicable,not_applicable,False,True,False
sonnet46,S104,profiling,not_applicable,not_applicable,False,True,False
sonnet46,S104,art50,yes,yes,False,True,False
sonnet46,S105,art5,no,unclear,False,False,False
sonnet46,S105,annex_i,no,no,False,True,False
sonnet46,S105,annex_iii,none,justice_democracy,False,False,False
sonnet46,S105,derogation,not_applicable,does_not_apply,False,False,False
sonnet46,S105,profiling,not_applicable,no,False,False,False
sonnet46,S105,art50,yes,yes,False,True,False
sonnet46,S106,art5,yes,unclear,False,False,False
sonnet46,S106,annex_i,no,no,False,True,False
sonnet46,S106,annex_iii,none,education,False,False,False
sonnet46,S106,derogation,not_applicable,does_not_apply,False,False,False
sonnet46,S106,profiling,not_applicable,no,False,False,False
sonnet46,S106,art50,yes,no,False,False,False
sonnet46,S107,art5,no,no,False,True,True
sonnet46,S107,annex_i,no,no,False,True,True
sonnet46,S107,annex_iii,none,none,False,True,True
sonnet46,S107,derogation,not_applicable,not_applicable,False,True,True
sonnet46,S107,profiling,not_applicable,not_applicable,False,True,True
sonnet46,S107,art50,yes,yes,False,True,True
sonnet46,S108,art5,no,yes,False,False,False
sonnet46,S108,annex_i,no,no,False,True,False
sonnet46,S108,annex_iii,none,none,False,True,False
sonnet46,S108,derogation,not_applicable,not_applicable,False,True,False
sonnet46,S108,profiling,not_applicable,not_applicable,False,True,False
sonnet46,S108,art50,yes,yes,False,True,False
sonnet46,S109,art5,no,no,False,True,True
sonnet46,S109,annex_i,no,no,False,True,True
sonnet46,S109,annex_iii,none,none,False,True,True
sonnet46,S109,derogation,not_applicable,not_applicable,False,True,True
sonnet46,S109,profiling,not_applicable,not_applicable,False,True,True
sonnet46,S109,art50,yes,yes,False,True,True
sonnet46,S110,art5,no,no,False,True,False
sonnet46,S110,annex_i,unclear,no,False,False,False
sonnet46,S110,annex_iii,none,essential_services,False,False,False
sonnet46,S110,derogation,not_applicable,does_not_apply,False,False,False
sonnet46,S110,profiling,not_applicable,no,False,False,False
sonnet46,S110,art50,yes,no,False,False,False
sonnet46,S111,art5,no,no,False,True,True
sonnet46,S111,annex_i,no,no,False,True,True
sonnet46,S111,annex_iii,none,none,False,True,True
sonnet46,S111,derogation,not_applicable,not_applicable,False,True,True
sonnet46,S111,profiling,not_applicable,not_applicable,False,True,True
sonnet46,S111,art50,yes,yes,False,True,True
sonnet46,S112,art5,no,no,False,True,False
sonnet46,S112,annex_i,no,no,False,True,False
sonnet46,S112,annex_iii,none,none,False,True,False
sonnet46,S112,derogation,not_applicable,not_applicable,False,True,False
sonnet46,S112,profiling,not_applicable,not_applicable,False,True,False
sonnet46,S112,art50,yes,no,False,False,False
sonnet46,S113,art5,no,no,False,True,False
sonnet46,S113,annex_i,no,no,False,True,False
sonnet46,S113,annex_iii,none,none,False,True,False
sonnet46,S113,derogation,not_applicable,not_applicable,False,True,False
sonnet46,S113,profiling,not_applicable,not_applicable,False,True,False
sonnet46,S113,art50,yes,no,False,False,False
sonnet46,S114,art5,no,unclear,False,False,True
sonnet46,S114,annex_i,no,no,False,True,True
sonnet46,S114,annex_iii,none,none,False,True,True
sonnet46,S114,derogation,not_applicable,not_applicable,False,True,True
sonnet46,S114,profiling,not_applicable,not_applicable,False,True,True
sonnet46,S114,art50,yes,yes,False,True,True
sonnet46,S115,art5,no,yes,False,False,False
sonnet46,S115,annex_i,no,no,False,True,False
sonnet46,S115,annex_iii,none,none,False,True,False
sonnet46,S115,derogation,not_applicable,not_applicable,False,True,False
sonnet46,S115,profiling,not_applicable,not_applicable,False,True,False
sonnet46,S115,art50,yes,yes,False,True,False
sonnet46,S116,art5,no,unclear,False,False,True
sonnet46,S116,annex_i,no,no,False,True,True
sonnet46,S116,annex_iii,none,none,False,True,True
sonnet46,S116,derogation,not_applicable,not_applicable,False,True,True
sonnet46,S116,profiling,not_applicable,not_applicable,False,True,True
sonnet46,S116,art50,yes,yes,False,True,True
sonnet46,S117,art5,no,no,False,True,True
sonnet46,S117,annex_i,no,no,False,True,True
sonnet46,S117,annex_iii,none,none,False,True,True
sonnet46,S117,derogation,not_applicable,not_applicable,False,True,True
sonnet46,S117,profiling,not_applicable,not_applicable,False,True,True
sonnet46,S117,art50,yes,yes,False,True,True
sonnet46,S118,art5,no,unclear,False,False,True
sonnet46,S118,annex_i,no,no,False,True,True
sonnet46,S118,annex_iii,none,none,False,True,True
sonnet46,S118,derogation,not_applicable,not_applicable,False,True,True
sonnet46,S118,profiling,not_applicable,not_applicable,False,True,True
sonnet46,S118,art50,yes,yes,False,True,True
sonnet46,S119,art5,no,no,False,True,True
sonnet46,S119,annex_i,no,no,False,True,True
sonnet46,S119,annex_iii,none,none,False,True,True
sonnet46,S119,derogation,not_applicable,not_applicable,False,True,True
sonnet46,S119,profiling,not_applicable,not_applicable,False,True,True
sonnet46,S119,art50,yes,yes,False,True,True
sonnet46,S120,art5,no,no,False,True,False
sonnet46,S120,annex_i,no,no,False,True,False
sonnet46,S120,annex_iii,law_enforcement,law_enforcement,False,True,False
sonnet46,S120,derogation,applies,does_not_apply,False,False,False
sonnet46,S120,profiling,no,no,False,True,False
sonnet46,S120,art50,yes,yes,False,True,False
sonnet46,S121,art5,no,unclear,False,False,True
sonnet46,S121,annex_i,no,no,False,True,True
sonnet46,S121,annex_iii,none,none,False,True,True
sonnet46,S121,derogation,not_applicable,not_applicable,False,True,True
sonnet46,S121,profiling,not_applicable,not_applicable,False,True,True
sonnet46,S121,art50,yes,yes,False,True,True
sonnet46,S122,art5,no,unclear,False,False,True
sonnet46,S122,annex_i,no,no,False,True,True
sonnet46,S122,annex_iii,none,none,False,True,True
sonnet46,S122,derogation,not_applicable,not_applicable,False,True,True
sonnet46,S122,profiling,not_applicable,not_applicable,False,True,True
sonnet46,S122,art50,yes,yes,False,True,True
sonnet46,S123,art5,yes,unclear,False,False,False
sonnet46,S123,annex_i,no,no,False,True,False
sonnet46,S123,annex_iii,biometrics,migration,False,False,False
sonnet46,S123,derogation,not_applicable,does_not_apply,False,False,False
sonnet46,S123,profiling,not_applicable,yes,False,False,False
sonnet46,S123,art50,no,yes,False,False,False
sonnet46,S124,art5,no,unclear,False,False,True
sonnet46,S124,annex_i,no,no,False,True,True
sonnet46,S124,annex_iii,none,none,False,True,True
sonnet46,S124,derogation,not_applicable,not_applicable,False,True,True
sonnet46,S124,profiling,not_applicable,not_applicable,False,True,True
sonnet46,S124,art50,yes,yes,False,True,True
sonnet46,S125,art5,no,yes,False,False,False
sonnet46,S125,annex_i,no,no,False,True,False
sonnet46,S125,annex_iii,none,none,False,True,False
sonnet46,S125,derogation,not_applicable,not_applicable,False,True,False
sonnet46,S125,profiling,not_applicable,not_applicable,False,True,False
sonnet46,S125,art50,yes,yes,False,True,False
sonnet46,S126,art5,no,no,False,True,True
sonnet46,S126,annex_i,no,no,False,True,True
sonnet46,S126,annex_iii,none,none,False,True,True
sonnet46,S126,derogation,not_applicable,not_applicable,False,True,True
sonnet46,S126,profiling,not_applicable,not_applicable,False,True,True
sonnet46,S126,art50,yes,yes,False,True,True
sonnet46,S127,art5,yes,unclear,False,False,False
sonnet46,S127,annex_i,no,no,False,True,False
sonnet46,S127,annex_iii,none,none,False,True,False
sonnet46,S127,derogation,not_applicable,not_applicable,False,True,False
sonnet46,S127,profiling,not_applicable,not_applicable,False,True,False
sonnet46,S127,art50,no,no,False,True,False
sonnet46,S128,art5,no,no,False,True,True
sonnet46,S128,annex_i,no,no,False,True,True
sonnet46,S128,annex_iii,none,none,False,True,True
sonnet46,S128,derogation,not_applicable,not_applicable,False,True,True
sonnet46,S128,profiling,not_applicable,not_applicable,False,True,True
sonnet46,S128,art50,yes,yes,False,True,True
sonnet46,S129,art5,no,yes,False,False,False
sonnet46,S129,annex_i,no,no,False,True,False
sonnet46,S129,annex_iii,none,none,False,True,False
sonnet46,S129,derogation,not_applicable,not_applicable,False,True,False
sonnet46,S129,profiling,not_applicable,not_applicable,False,True,False
sonnet46,S129,art50,yes,yes,False,True,False
sonnet46,S130,art5,no,no,False,True,False
sonnet46,S130,annex_i,no,no,False,True,False
sonnet46,S130,annex_iii,none,none,False,True,False
sonnet46,S130,derogation,not_applicable,not_applicable,False,True,False
sonnet46,S130,profiling,not_applicable,not_applicable,False,True,False
sonnet46,S130,art50,yes,no,False,False,False
sonnet46,S131,art5,yes,unclear,False,False,False
sonnet46,S131,annex_i,no,no,False,True,False
sonnet46,S131,annex_iii,none,none,False,True,False
sonnet46,S131,derogation,not_applicable,not_applicable,False,True,False
sonnet46,S131,profiling,not_applicable,not_applicable,False,True,False
sonnet46,S131,art50,yes,yes,False,True,False
sonnet46,S132,art5,no,unclear,False,False,True
sonnet46,S132,annex_i,no,no,False,True,True
sonnet46,S132,annex_iii,none,none,False,True,True
sonnet46,S132,derogation,not_applicable,not_applicable,False,True,True
sonnet46,S132,profiling,not_applicable,not_applicable,False,True,True
sonnet46,S132,art50,yes,yes,False,True,True
sonnet46,S133,art5,no,no,False,True,True
sonnet46,S133,annex_i,no,no,False,True,True
sonnet46,S133,annex_iii,none,none,False,True,True
sonnet46,S133,derogation,not_applicable,not_applicable,False,True,True
sonnet46,S133,profiling,not_applicable,not_applicable,False,True,True
sonnet46,S133,art50,yes,yes,False,True,True
sonnet46,S134,art5,no,unclear,False,False,False
sonnet46,S134,annex_i,no,no,False,True,False
sonnet46,S134,annex_iii,none,justice_democracy,False,False,False
sonnet46,S134,derogation,not_applicable,does_not_apply,False,False,False
sonnet46,S134,profiling,not_applicable,no,False,False,False
sonnet46,S134,art50,yes,yes,False,True,False
sonnet46,S135,art5,no,unclear,False,False,True
sonnet46,S135,annex_i,no,no,False,True,True
sonnet46,S135,annex_iii,none,none,False,True,True
sonnet46,S135,derogation,not_applicable,not_applicable,False,True,True
sonnet46,S135,profiling,not_applicable,not_applicable,False,True,True
sonnet46,S135,art50,yes,yes,False,True,True
sonnet46,S136,art5,no,unclear,False,False,False
sonnet46,S136,annex_i,no,no,False,True,False
sonnet46,S136,annex_iii,none,justice_democracy,False,False,False
sonnet46,S136,derogation,not_applicable,does_not_apply,False,False,False
sonnet46,S136,profiling,not_applicable,no,False,False,False
sonnet46,S136,art50,yes,yes,False,True,False
sonnet46,S137,art5,no,unclear,False,False,True
sonnet46,S137,annex_i,no,no,False,True,True
sonnet46,S137,annex_iii,none,none,False,True,True
sonnet46,S137,derogation,not_applicable,not_applicable,False,True,True
sonnet46,S137,profiling,not_applicable,not_applicable,False,True,True
sonnet46,S137,art50,yes,yes,False,True,True
sonnet46,S138,art5,no,no,False,True,True
sonnet46,S138,annex_i,yes,yes,False,True,True
sonnet46,S138,annex_iii,none,none,False,True,True
sonnet46,S138,derogation,not_applicable,not_applicable,False,True,True
sonnet46,S138,profiling,not_applicable,not_applicable,False,True,True
sonnet46,S138,art50,no,no,False,True,True
sonnet46,S139,art5,no,no,False,True,True
sonnet46,S139,annex_i,no,no,False,True,True
sonnet46,S139,annex_iii,none,none,False,True,True
sonnet46,S139,derogation,not_applicable,not_applicable,False,True,True
sonnet46,S139,profiling,not_applicable,not_applicable,False,True,True
sonnet46,S139,art50,yes,yes,False,True,True
sonnet46,S140,art5,no,no,False,True,False
sonnet46,S140,annex_i,unclear,no,False,False,False
sonnet46,S140,annex_iii,unclear,none,False,False,False
sonnet46,S140,derogation,unclear,not_applicable,False,False,False
sonnet46,S140,profiling,unclear,not_applicable,False,False,False
sonnet46,S140,art50,unclear,yes,False,False,False
sonnet46,S141,art5,no,unclear,False,False,True
sonnet46,S141,annex_i,no,no,False,True,True
sonnet46,S141,annex_iii,none,none,False,True,True
sonnet46,S141,derogation,not_applicable,not_applicable,False,True,True
sonnet46,S141,profiling,not_applicable,not_applicable,False,True,True
sonnet46,S141,art50,yes,yes,False,True,True
sonnet46,S142,art5,no,no,False,True,True
sonnet46,S142,annex_i,yes,yes,False,True,True
sonnet46,S142,annex_iii,none,none,False,True,True
sonnet46,S142,derogation,not_applicable,not_applicable,False,True,True
sonnet46,S142,profiling,not_applicable,not_applicable,False,True,True
sonnet46,S142,art50,no,no,False,True,True
sonnet46,S143,art5,yes,unclear,False,False,False
sonnet46,S143,annex_i,no,no,False,True,False
sonnet46,S143,annex_iii,none,justice_democracy,False,False,False
sonnet46,S143,derogation,not_applicable,does_not_apply,False,False,False
sonnet46,S143,profiling,not_applicable,no,False,False,False
sonnet46,S143,art50,yes,yes,False,True,False
sonnet46,S144,art5,no,no,False,True,False
sonnet46,S144,annex_i,no,no,False,True,False
sonnet46,S144,annex_iii,none,employment,False,False,False
sonnet46,S144,derogation,not_applicable,does_not_apply,False,False,False
sonnet46,S144,profiling,not_applicable,yes,False,False,False
sonnet46,S144,art50,no,no,False,True,False
sonnet46,S145,art5,no,no,False,True,True
sonnet46,S145,annex_i,no,no,False,True,True
sonnet46,S145,annex_iii,none,none,False,True,True
sonnet46,S145,derogation,not_applicable,not_applicable,False,True,True
sonnet46,S145,profiling,not_applicable,not_applicable,False,True,True
sonnet46,S145,art50,yes,yes,False,True,True
sonnet46,S146,art5,no,no,False,True,True
sonnet46,S146,annex_i,yes,yes,False,True,True
sonnet46,S146,annex_iii,none,none,False,True,True
sonnet46,S146,derogation,not_applicable,not_applicable,False,True,True
sonnet46,S146,profiling,not_applicable,not_applicable,False,True,True
sonnet46,S146,art50,no,no,False,True,True
sonnet46,S147,art5,no,no,False,True,True
sonnet46,S147,annex_i,no,no,False,True,True
sonnet46,S147,annex_iii,none,none,False,True,True
sonnet46,S147,derogation,not_applicable,not_applicable,False,True,True
sonnet46,S147,profiling,not_applicable,not_applicable,False,True,True
sonnet46,S147,art50,yes,yes,False,True,True
sonnet46,S148,art5,no,no,False,True,True
sonnet46,S148,annex_i,no,no,False,True,True
sonnet46,S148,annex_iii,none,none,False,True,True
sonnet46,S148,derogation,not_applicable,not_applicable,False,True,True
sonnet46,S148,profiling,not_applicable,not_applicable,False,True,True
sonnet46,S148,art50,yes,yes,False,True,True
sonnet46,S149,art5,no,no,False,True,True
sonnet46,S149,annex_i,no,no,False,True,True
sonnet46,S149,annex_iii,none,none,False,True,True
sonnet46,S149,derogation,not_applicable,not_applicable,False,True,True
